PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|DATE_AVAILABLE|BASEMENT|YEAR_BUILT|YEAR_BUILT_DESCRP|APPLIANCES|EXTERIOR_FEATURES|HEATING|INTERIOR_BLDG_FEAT|AboveGradeFinishedArea|BelowGradeFinishedArea
"RN"|73264324|"TM352871"|"AN7920"|"ACT"|2895|"556"|"Columbus Avenue"|"7"|1|"104"|"02116"||"RENT INCLUDES EVERYTHING!! This exceptional one-bedroom unit is a ""must-see"". If offers wide open space with plenty of closets. Available July 20. Hardwood floors, bright and airy. Front units do not last. First and security to move in. Last MO waved with excellent LL reference. Professionally managed property with state-of-the-art security entry systems, Washer/dryer in building, breakfast island, sunny front overlooking boulevard views. Very plush building. Orange and Green T to Government Center and State (Downtown)"|25|7/15/2024 2:16:00 PM|0|"N"||"Suffolk"|"MA"|"D"|3|1|1|0||0|2800|405|"1f;0h"|"N"|||||"N"|"Prudential Tower views from front bay windows. Nothing like being in the front of the building!!"|7/25/2024|"N"|||"A,I,J,K,L"||"A"|"F"|405|
"RN"|73264328|"TM352871"|"AN7920"|"ACT"|5995|"209"|"West Newton Street"|"5"|1|"101"|"02116"||"Upper three-bedroom with lots of room views of Sparrow Park. Hardwood floors, very nice and affordable with laundry on site in building. ! Enjoy grilling in your private outdoor space. Plenty of bike storage. Pantry. Dog friendly. Exceptional location to tot-lot, dog park ALL 1 block away. Tennis courts in view. Walking corridor spans 8 miles right outside the back door. Crisp and clean and sunny. Laundry. Only 2 blocks to the Prudential Tower, Star Market, Copley Place, Newbury Street shops, and on public transportation (Green, Orange subway line sand on Bus Routes: #39, 55, and 9). Best of all, a great walking location to downtown via the Southwest (Corridor) Park and overlooking the beautiful and breathtaking Sparrow Park. BIKE STORAGE"|13|7/13/2024 3:41:00 PM|0|"N"||"Suffolk"|"MA"|"D"|6|3|1|0||1|1100|1100|"1f;0h"|"N"|||||"N"|"Included are heat, hot water and in-building-laundry. PARKING avail for 345. per month."|8/1/2024||||"A,C,D,I,J"|"G"|||1100|
"RN"|73264331|"TM347383"|"AN6433"|"ACT"|4500|"165"|"Burlington St"||301||"01801"||"This charming high end renovated farmhouse style home w/ central air conditioning is set on a spectacular lot & features a renovated kitchen w/ vaulted ceilings, exposed wood beams & skylights flooded with natural light that flows into a cozy family room & adjacent sunroom. This great home offers bedrooms on both floors w/ a first-floor primary suite including an en-suite bathroom. Great home office w/ sliding barn door plus formal living and dining spaces complete the main floor. Upstairs you'll find three spacious bedrooms and a full bath. The mudroom opens to a bluestone patio and a large fenced yard with beautiful perennial plantings & shade trees. Enjoy convenient access to Rt 95, Rt 3, and 93, as well as nearby shopping and dining at the Burlington Mall. This rental includes a two-car garage, central air, gas heat, and a patio. This property is truly a must-see and NOT your typical rental property."|42|7/30/2024 9:45:00 PM|0|"N"||"Middlesex"|"MA"|"A"|12|4|3|0|"Y"|3|9148|2582|"3f;0h"|"N"|||||"N"||8/1/2024|"Y"||"D"|"A,C,D,F,I,J"|"D,W,14"|"C,J"||2582|
"RN"|73264334|"TM352871"|"AN7920"|"ACT"|6495|"12"|"Follen Street"|"P1"|1|"104"|"02116"||"BACK BAY THREE BEDROOM TOWNHOUSE DUPLEX, new Kitchen & Bath ONE BLOCK FROM COPLEY, DARTMOUTH ST, THE PRUDENTIAL TOWER. INCLUDES ALL: Heat!! Big unit. Spacious 2 Floor unit. 3 - 3 - 3 - real bedrooms!!! Airy/roomy 3-bedroom in sought-after St. Botolph neighborhood in Back Bay. BEAUTIFULLY PLANTED PRIVATE TERRACE. Gleaming OAK & tile floors, Open concept eat-in kitchen, stone counters, large double door fridge - all open to the living room. LAUNDRY-IN-UNIT. Location, Location, Location. Best Block!!! Expansive space. BIKE STORAGE. Amazing tree-lined block -  walk to Newbury St., shops, Copley Sq., Copley Place,  Acela to NYC 1 block from Back Bay station. Pet friendly w/approval. Steps to Prudential T(Green line) & Back Bay Station. MBTA #1 bus to MIT/Harvard. Park at end of block-- tennis, basketball hoops, skateboarding. Garage available (inquire). Available August 1, 2024! Parking is additional."|19|7/13/2024 4:19:00 PM|0|"N"||"Suffolk"|"MA"|"C"|8|3|1|0||2|1410|1410|"1f;0h"|"N"|||||"N"|"PRIVATE TERRACE (Exclusive to unit) FULL PARKING SPOTS AVAILABLE FOR RENT ONLY (295) !!!"|8/1/2024|||"A"|"A,C,D,I,J,K,L"|"E,14"|||1410|
"RN"|73264335|"CN249036"|"AC1807"|"ACT"|3100|"39"|"Turner"|"1"|1|"011"|"02135"||""|6|7/13/2024 4:25:00 PM|0|"N"||"Suffolk"|"MA"|"D"|5|3|1|0||1|1200|1200|"1f;0h"|"N"|||||"N"||||||||"C"||1200|
"RN"|73264336|"CN209584"|"AN6221"|"PCG"|3500|"11"|"Shepard St"||195||"02171"||"Rare Opportunity In Desired Squantum Neighborhood! Single Family Home For Rent One Block From The Ocean. 3 Bedrooms, 2.5 Bathrooms, Approx 1225 sqft of living space. First Floor Master Bedroom With Full Bath And Walk-In Closet. Updated Kitchen With Granite Counters And Stainless Steel Appliances. Many New Light Fixtures And Updated Recessed Lighting. Dining Area With Hardwood Floors. Basement Has Bonus Room Currently Being Used As A Gym. Half Bath In Basement. Private Fenced In Yard And Back Deck Space. Gas Heating. Central Air. Dogs Will Be Considered But No Cats. Boat Mooring Included At Orchard Beach. Perfect Mix Of City And Coastal Living. Walking Distance To Multiple Beaches. 1 Mile From Marina Bay. 12 Minute Drive To Downtown Boston. 3 Miles To Wollaston MBTA Station"|14|7/13/2024 4:42:00 PM|0|"N"||"Norfolk"|"MA"|"A"|6|3|2|1||2|2500|1225|"2f;1h"|"N"|||||"N"||8/1/2024||1908||"A,C,D,I"|"C,D"|"C"||1225|
"RN"|73264337|"CT000973"|"BB6013"|"ACT"|3900|"1"|"Edwin Street"|"C"|195||"02171"||"Sprinkler system! Water meter separate, 4 bedrooms townhouse built 2018. These units boast FOUR levels of living space, hardwood floors, stainless steel appliances, marble counter tops, central air/heating, plus a front and rear deck with a one car garage under, 2  parking spaces. Family room in basement could possibly be a 4th bedroom. Units are beside a public park. These units are minutes from the beach, schools, churches, shopping, restaurants and the N. Quincy T station. Easy access to I 93, I 95, RT 3 and Boston. The tenant will be responsible for water and sewer. Good credit required!"|17|7/13/2024 4:53:00 PM|0|"N"||"Norfolk"|"MA"|"B"|6|4|2|0||2|9999|2080|"2f;0h"|"N"|||||"Y"|||"Y"|2018||"A,C,D,F,I,K,L"|"C,7,8"|"C,F,H"||1580|500
"RN"|73264339|"CN257384"|"AN6207"|"ACT"|5000|"3"|"Bartlett Street"|"3"|1|"018"|"02129"||"*FIRST MONTH'S RENT FREE WITH A 12 MONTH SEPTEMBER 1ST LEASE !!!!!!Great rental opportunity in this top-floor 3 bedroom, 2 bath unit in Charlestown's renowned Monument square neighborhood. White shaker cabinets with island kitchen, stone countertops, central air, hardwood floors throughout, and in-unit washer and dryer. This unit checks all the boxes and is rarely available, so don�t miss out on the rental rush. Combine everything with an excellent location, and it checks all the boxes."|9|7/13/2024 5:04:00 PM|0|"N"||"Suffolk"|"MA"|"D"|5|3|2|0||0|10000|1000|"2f;0h"|"N"||"N"|||"N"||9/1/2024||||"A,C,D,F,I,J,K,L"|"M,W,4,14"|"C"|"D,K,O"|1000|
"RN"|73264341|"CN206638"|"AN2593"|"CTG"|2500|"7"|"Commonwealth Ct"|"16"|1|"011"|"02135"||"Spacious top floor one bedroom  in well maintained Commonwealth Court condo building. Ample closet space.  Built-in wall air conditioning unit in the living room. Hardwood floors, fully applianced kitchen and bright bath.  Within walking distance to the T, Wholefoods and many restaurants and shops in the neighborhood. A prime commute location to Boston, BC, BU, Loongwood and Cambrige. One assigned parking spot, heat and hot water included in the rent.  Additional storage and common laundry in the building."|12|7/13/2024 5:18:00 PM|0|"N"||"Suffolk"|"MA"|"C"|3|1|1|0||1|99999|604|"1f;0h"|"N"|||||"N"||9/1/2024|"Y"|1964|"A"|"A,B,C,D,F,I"||"O"||604|
"RN"|73264347|"FR800015"|"AN3325"|"ACT"|2500|"827"|"Division Rd"||160||"02790"||"Nice 2 Bedroom plus Office 2 Updated Baths Furnished Home.  Available Sept 1- May 31.  Can start earlier or extend 1 month.  Offering Hardwood flooring,  Includes High Speed Internet, Trash Pick up, Off st. Parking, Furnishings, Laundry Facilities, Yard use, Water, Sewer, Lawn Care. NO CATS, 1 Dog allowed. Tenant pays own Electric and Heating, Non Smoking Property, Tenant to fill out Application / credit check"|9|7/13/2024 6:47:00 PM|0|"N"||"Bristol"|"MA"|"A"|5|2|2|0|"Y"|2|23600|903|"2f;0h"|"N"||"N"|||"N"||8/1/2024|"Y"|1890|"B"|"A,C,F,H,I,K,L"|"C"|"J,X"||903|
"RN"|73264348|"CT000566"|"AN4318"|"ACT"|1950|"10"|"Roberts St"|"10"|17|"43F"|"02145"||"Available September 1. Huge 2 room STUDIO at Westgate Condominiums in Magoun Square. Includes very spacious eat-in kitchen with full-size appliances, big combined living room/bedroom, large bathroom, and lots of storage. Wood floors throughout and tiled bathroom. Laundry on site. Convenient to everything including Green Line, bus lines, Tufts University, the bike path extension, Trum Field and Magoun Square! 1/2 mile to Ball Square and just over a mile to Davis & Porter Squares. One well behaved small pet (under 25 lbs) with responsible owners considered case-by-case. No smoking."|7|7/13/2024 7:22:00 PM|0|"N"||"Middlesex"|"MA"|"C"|2|0|1|0||0|9999|387|"1f;0h"|"N"|||||"N"||9/1/2024||1950|"A"|||"A"||387|
"RN"|73264349|"CN250677"|"AN6232"|"ACT"|3700|"53"|"Drum Dr"|"53"|213|"MAN"|"02360"||"A dream rental home 1 hour from Boston! MINIMUM 6-month lease -3-bedroom, 2.5 bath property w/farmers porch & array of luxury features includes upgraded flooring & cabinets, designer hardware & lighting fixtures, granite counters, & a neutral color palette throughout. Heart of the home is a chef's dream kitchen, w/ultra high-end Viking luxury appliances; Calcutta Roma countertops w/rustic pub style table w/chairs & bench. Living room w/custom-made couch, Bedrooms, halls upstairs w/wall-to-wall carpeting. Whirlpool washer & dryer w/custom-built folding table. Master en-suite is a sanctuary w/upgraded vanity cabinetry & granite counter, custom built shelves in closet. Backyard is spacious, landscaped, enhanced with a deck, grass, mulch, located on the edge of the property, it backs onto serene, wooded area, for tranquil moments outdoors. A charming town, Manomet has many beach areas; Cape Cod is a short 25 minutes to bridge"|39|8/15/2024 12:41:00 PM|0|"N"||"Plymouth"|"MA"|"B"|5|3|2|1|"Y"|1|0|1723|"2f;1h"|"N"||"N"||"N"|"N"|"Basement for storage only. Tenant pays for Propane (Heat & Stove), Electric & Hot water (Electric)"|8/1/2024|"Y"|2022|"A"|"A,B,C,F,I,J,K,L"|"A,9,S"|"C,J"|"D"|1723|736
"RN"|73264353|"CT006384"|"AN8217"|"ACT"|3500|"223"|"West 5th"|"1"|1|"005"|"02127"||"Modern 2 bed duplex in the desirable City Side area of Southie. Incredible location just steps from all the shops & restaurants on West Broadway! Updated kitchen with breakfast bar, stainless steel appliances, granite counters, complete with dishwasher. The living room boasts beautiful exposed brick! Great floor plan with one bedroom & full bathroom on the 1st level, off the living room. Lower garden level has master bedroom with a full bathroom. Central heat/AC. Private back deck off the first floor bedroom. Shared back yard and coin operated laundry in basement. Back yard is getting a full renovation this Spring!Move in costs include first, last, $500 security and 1 months realtors fee (to be paid by tenant at lease signing) Owner pays for water and sewer. Renter is responsible for gas and electric. No smoking allowed. No dogs allowed."|15|7/13/2024 8:14:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|2|2|0||0|0|1000|"2f;0h"|"N"|||||"Y"||9/1/2024||||"A,C,F,I"||"A,F,R"||500|500
"RN"|73264358|"CT006384"|"AN8217"|"ACT"|3200|"220"|"Dorchester Street"|"1"|1|"005"|"02127"||"Garden duplex in sought after South Boston location, just steps from restaurants, shops, and public transportation. Tons of space with two levels of living. Kitchen, living room and master bedroom are all located on the first floor. First level boasts gleaming wood floors! The kitchen features white shaker cabinetry, ss appliances and granite counter tops. The master bedroom has great closet space and a en-suite bathroom. Garden level features wood flooring & exposed brick and is drenched in natural light. The second bedroom and bathroom are located on the garden level, along with washer/dryer hook-up. Both bathrooms feature oversized glassed-in showers with stunning tile work. A MUST SEE!! Realtors fee of 1 months rent is due from tenant at lease signing."|10|7/13/2024 8:37:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|2|2|0||0|0|1100|"2f;0h"|"N"|||||"N"|||"Y"|||"A,C,F,I"||"C"||1100|
"RN"|73264360|"TM335605"|"AN7218"|"ACT"|3800|"76"|"Wenham"|"1"|1|"007"|"02130"||"Generously sized 3 bedroom apartment conveniently located on quiet, one-way street in Jamaica Plain - share the joys of being blocks away from Forest Hills T-Station, a short walk to the Arnold Arboretum and several nearby restaurants. This first- level unit features a welcoming entrance, hardwood floors throughout, elevated ceilings and ample, in-unit storage. A private deck is also located just off the fully-applianced, eat-in kitchen and all bedrooms are accommodating, spacious enough for king or queen beds + additional pieces. Private storage is located in the basement and unit-specific washer/dryer is also here - no need for quarters! 1 off-street parking spot included in rent and garage parking is available for rent. September 1 move-in. Don't Miss Out!"|19|8/15/2024 3:52:00 PM|0|"N"||"Suffolk"|"MA"|"D"|5|3|1|0||1|6223|1400|"1f;0h"|"N"|||||"N"||9/1/2024||1920|"D"||"7"|||1400|
"RN"|73264362|"TM335605"|"AN7218"|"ACT"|3800|"9"|"Alban"|"3"|1|"04S"|"02124"||"Location, SPACE and Amenities! Within walking distance to the Ashmont T Station, this bright and spacious 4B rental offers a bright open floorplan and accommodating rooms sizes - ideal for housemates or young professionals looking for more space in a vibrant neighborhood. Local amenities include several restaurants, convenient stores and cafes. Nearby parks, easy highway access and public transit options offers tons of flexibility to move around or enjoy the immediate neighborhood. This top-floor apartment includes bamboo floors throughout, central A/C and private front facing deck w/ shared outdoor space in the rear! Dedicated laundry for each apartment is located in the basement! First month's rent, full month security deposit, and broker's fee due, if accepted. No pets allowed."|13|7/15/2024 8:02:00 AM|0|"N"||"Suffolk"|"MA"|"D"|5|4|1|0||0|6000|1300|"1f;0h"|"N"|||||"N"||||||||||1300|
"RN"|73264363|"CN202372"|"AN4640"|"ACT"|4600|"5"|"Evergreen Ave"|"5"|17||"02145"||"Move in 8/15/2024. Central AC and heating.  A 4-bedroom, 1.5-bathroom townhouse offering a single-family home ambiance. (Can also use a 5-bedroom layout without dining room.) Partial furnishing negotiable. Conveniently located within walking distance of two MBTA Green Line stops (Gilman Square and Magoun Square). Minutes away from the Broadway bus lines connecting Sullivan Square (Orange Line). High ceilings. Hardwood floors throughout. In-unit laundry. Eat-in kitchen. Tenant responsible for Gas and Electricity bills. No smoking. Pets negotiable. Plenty of storage available in the full, unfinished basement with a bulkhead walkout. Parking is not included. Ample street parking. Email or text listing agent for viewing."|20|7/13/2024 9:46:00 PM|0|"N"||"Middlesex"|"MA"|"B"|7|4|1|1||0|99999999|1694|"1f;1h"|"N"||"N"||"N"|"N"||8/15/2024|"Y"|1900||"A,C,D,F,I,K,L"||"C,F"||1694|
"RN"|73264370|"TM347486"|"BB6400"|"ACT"|4900|"65"|"Adams Street"|"2"|17|"WTH"|"02145"||"A large condo quality apartment situated on a one-way residential street with easy access to Davis Square, Assembly Square and the soon to be completed Green line. This home has just been completely renovated and features a beautiful kitchen with stone counter tops & stainless steel appliances, high ceilings and gorgeous hardwood floors. Each bedroom features multiple windows and generous closet space. The Apartment also offers in unit laundry, central air & private outdoor space. Located a mere half mile to Trum Field, which hosts many community activities. Less than a mile to Foss Park, Latta Brothers Memorial Pool and the Somerville Public Library, as well as multiple historic landmark homes. Photos are of a similar unit in the building."|16|7/22/2024 11:01:00 AM|0|"N"||"Middlesex"|"MA"|"D"|7|4|2|0||0|1400|1400|"2f;0h"|"N"|||||"N"||9/1/2024||||"A,C,D,F,I,J,K,L,V"||||1400|1400
"RN"|73264372|"BB808402"|"AN4419"|"ACT"|3500|"2"|"Mirimichi"||69||"02762"||"Now Available!  A spectacular one level living in single family home.  Great location near Starbuck/ Tasty bagel plaza. Situated in prime area offering convenience to shopping, fine dining, Interstate 495, 95, Route 1, Boston, South Shore and Rhode Island.  Spacious garage with large storage area, laundry area, full basement and large yard. Application package must be submitted in completion prior to review of any applicant.  This is a non-smoking property. Insurance is required by tenant. All documents must be submitted with application in order to be reviewed for consideration.  Email inquiries only, no texts please.  Availability date subject to change."|27|8/7/2024 4:24:00 AM|0|"N"||"Norfolk"|"MA"|"A"|7|4|1|1||2|1.38|2600|"1f;1h"|"N"||"N"|||"Y"|"Unfinished basement"|||1964|"B"|"F,P,S,5"|"D"|"A,H"|"G"|1600|1000
"RN"|73264381|"CT000839"|"AN5679"|"ACT"|2600|"15"|"Agnes Ave"|"1"|1|"006"|"02136"||"2BR with dining room on quiet street. Steps to bus stop, Shopping Plaza with Starbucks, Super Market, and more."|6|7/14/2024 8:17:00 AM|0|"N"||"Suffolk"|"MA"|"D"|7|2|1|0||1|0|900|"1f;0h"|"N"|||||"N"|||"Y"||||"A"|||900|
"RN"|73264382|"CT008815"|"AN3900"|"ACT"|2200|"108"|"Peterborough"|"7H"|1|"105"|"02215"||"Top floor sun splashed oversized studio with great views of City Boston in an extremely quiet, clean, and well-maintained apartment building. Great location just crosses the street to Fenway Park. Close to public transportation and restaurants, supermarket, and actually everything. Window A/C installed and dining table in unit. Available on 9/1/2024. May be available on 8/15/2024 by request. Video tour attached."|12|7/31/2024 9:25:00 PM|0|"N"||"Suffolk"|"MA"|"C"|1|0|1|0||0|99999|430|"1f;0h"|"N"|||||"N"|"Studio"|9/1/2024||||"A,F,I"||"J"|"F"|430|
"RN"|73264384|"CN225347"|"BB3204"|"ACT"|3350|"434"|"McGrath Highway"|"411"|17||"02143"||"This one bedroom plus an office features Washer and Dryer in-unit, stainless steel appliances, hardwood floors throughout, smart thermostat system and high-end finishes. Building amenities include: Package service, Gym, Community Room and Conference Room. This elevator building offers assigned garage parking spaces for rent. Close to Boston, Charlestown, Cambridge and Medford, and offering proximity to Tufts University, MIT and Harvard via numerous transportation options. Served by the new Union Square Green Line T stop. Also close to the Red Line and Orange Line of Boston's MBTA system, downtown Boston is easily reachable via commuter rail or the many bus routes that also operate in Somerville."|18|7/14/2024 8:46:00 AM|0|"N"||"Middlesex"|"MA"|"D"|3|1|1|0||1|0|0|"1f;0h"|"N"|||||"N"||9/1/2024||||||||0|
"RN"|73264388|"CN208183"|"AN4852"|"ACT"|5000|"108"|"LIncoln Street"|"3B"|1|"112"|"02111"||"Beautiful sun splashed, exposed brick & beam Leather District loft!  Walk to South Station, Financial District, Tufts Medical, Seaport. Two bedrooms plus an office/ guest room; Master bedroom offers en suite bath and walk in closet.  The open kitchen features high end stainless appliances, oversized island and plenty of storage and pantry space. Perfect for entertaining with enough extra space to comfortably work from home.  In-unit washer/dryer and ask about the 8'X6' storage room!  Easy to show. Come see!"|14|7/14/2024 8:59:00 AM|0|"N"||"Suffolk"|"MA"|"C"|4|2|1|1|"Y"|0|1600|1615|"1f;1h"|"N"|||||"N"|"Double paned, thermal window, Additional 8'X6' storage room available"|8/1/2024|"N"|||"A,C,F,I,K,L"||"C,J"|"E,F"|1615|
"RN"|73264393|"TM332478"|"AN6230"|"ACT"|12000|"15"|"Longmeadow"||56||"02482"||"Located in one of Dana Hall neighborhoods ,where all the homes are nestled around expansive and grassy Meadow. This home boasts a perfect combination of upgrades and period charm, this 5 bedroom 4.5 bath home offer spacious flexible living spaces. The spacious kitchen is perfect for family gatherings and entertaining, opens up to oversized fireplaced family room with French doors to a great deck with fireplace and beautiful level park like grounds perfect for kids play or entertaining. There are 5 plus bedrooms on the second floor, bonus office and extra room on the 3rd. Lower level is perfect for exercise or games or storage. Close to the New Hunnewell School and all that Wellesley Square has to offer. Home is ready and easy to show.Will consider a 6 month lease!"|36|7/15/2024 2:16:00 PM|0|"N"||"Norfolk"|"MA"|"A"|12|5|4|1|"Y"|4|20299|4965|"4f;1h"|"N"||"N"|||"Y"||8/1/2024|"Y"|1948|"A"|"B,C,D,I,K,L,Q"|"C,T,W"|"C,J"||4555|410
"RN"|73264394|"G7000057"|"AC1815"|"PCG"|2800|"52"|"Lawrence Dr"|"M606"|372||"01854"||"UNIQUELY DESIGNED AND RESTORED PENTHOUSE WITH SPECTACULAR VIEWS of the MERRIMACK RIVER...features include-open floor plan, soaring wood/beam ceilings, large windows/ 2 port hole windows, elegant wood flooring in LR/DR/Kitchen which also boasts SS appliances/granite counters.  Berber carpet in both bedrooms, in unit washer and dryer. Flexible floor plan for office space & breakfast nook.  Complex amenities-storage space, bicycle rack, function room, billiard room & exercise room. Also enjoy the RIVERWALK for reading on a bench, or walking/jogging and the surrounding PARK area. Convenient to UMASS, LeLacheur Park, Tsongas Center, Merrimack Repertory Theatre, Downtown Lowell with numerous restaurants, shops, art galleries & major routes.  RENT INCLUDES HOT WATER, AC (cool water system)*** BONUS*** 2 ONSITE PARKING SPACES and 3 STORAGE SPACES."|36|7/15/2024 11:47:00 AM|0|"N"||"Middlesex"|"MA"|"C"|4|2|2|0|"Y"|2|0|1490|"2f;0h"|"Y"|"D"|"Y"|"N"||"N"||||1890|"B,D"|"A,C,F,I,K,L"||||1490|
"RN"|73264398|"TM345501"|"AN2383"|"ACT"|9000|"1"|"Franklin St"|"3505"|1|"108"|"02110"||"1/2 BROKER FEE PAID by Landlord. MILLENNIUM TOWER BOSTON- Full Service, Luxury Residential Building located in the heart of Boston. Grand 2BR/2.5BA 1626 sq ft home with fireplace, Ivory Oak Hardwood Floors throughout, Floor to Ceiling Windows featuring panoramic views of the City & Boston Harbor. Features include Poggenpohl Kitchen & Bath cabinetry, Sub-Zero Refrigerator, Wolf & Sub Zero Appliances with gas cooking, Wine Fridge, In-Unit Laundry & Elegant Baths and 1 Valet Parking space. Residents will enjoy 5-star services, doorman, 24-hour concierge, La Vie social events, two-story Club with dedicated Concierge, Screening Room, Billiard Parlor, Library, Private Function Room, Outdoor Terrace/ Fire Pit, Children's Play Room, 75-foot indoor lap pool, Hot Tub, Steam Room, Massage Studio & Private Dining/Bar. The Residential-Only Fitness Facility is the largest in Boston with Spin, Barre, Boxing, TRX, Yoga /Pilates Studio & Sport Simulator Room."|32|7/14/2024 10:17:00 AM|0|"N"||"Suffolk"|"MA"|"C"|4|2|2|1||0|999|1626|"2f;1h"||||||"N"||9/1/2024|"N"|2016|"A"|||||1626|
"RN"|73264406|"CN224548"|"AN2314"|"ACT"|3800|"38"|"High Street"||322||"01983"||"Newly renovated 3 bed, 2 bath single family home available for rent in Topsfield! Enter the home and be greeted by a cozy living area with working gas fireplace and a dining room with a decorative wood fireplace. Continue through the home to the newly updated kitchen complete with a large gas stove/oven, dish washer, and large pantry. Also on the first floor is a bedroom/family room where the washer/dryer are located connected to an updated full bathroom. Upstairs is the master bedroom with large closet, another bedroom, and another newly redone, modern full bathroom. The home comes with 5 driveway parking spots and has gas heating. No pets please. Water/sewer, landscaping, and snow removal are included in the rent price. Tenants pay for gas and electricity. First month's rent, last month's rent, and broker fee equal to one month's rent due at lease signing. Available for move in 9/1!"|28|7/14/2024 10:57:00 AM|0|"N"||"Essex"|"MA"|"A"|8|3|2|0||5|10014|1281|"2f;0h"|"N"||"N"|||"N"||9/1/2024|"Y"|1841||||"C,J"||1281|
"RN"|73264410|"CN241127"|"AN8069"|"ACT"|2200|"143"|"Pilgrim Ave"|"2"|401||"01604"||"Welcome to your newly renovated home at 143 Pilgrim Avenue Unit 2, Worcester. This stunning 3-bedroom, 1-bathroom apartment has undergone a complete remodel, offering modern comfort and style in a prime location. Beautiful New Kitchen: Prepare meals in style in your brand-new kitchen, equipped with sleek countertops and modern appliances. Spacious Bedrooms: Three bedrooms offer ample space for rest and relaxation, providing privacy and comfort for you and your family or roommates. Modern Bathroom: A fully renovated bathroom ensures your comfort and convenience with modern fixtures and finishes. Convenient Location: This apartment puts you close to everything Worcester has to offer, including schools, shopping and major routes."|11|7/14/2024 11:09:00 AM|0|"N"||"Worcester"|"MA"|"D"|5|3|1|0||1|0|1368|"1f;0h"|"N"|||||"N"||||1918||"A,C,D,F,I"|"A"|"C"||1368|
"RN"|73264413|"BB805132"|"BB9927"|"ACT"|3500|"102"|"Prospect St."|"2F"|17|"USQ"|"02143"||"This newly renovated 3 bedroom apartment is minutes to  Inman Square Cambridge and Union Square  Somerville and the new Green Line. Walk to to all public transportation Red Line in Central Square and buses to Lechemere, Green Line is complete. Enjoy all the trendy restaurants as well. Ideal location between Harvard, MIT, Cambridge City Hospital, and Longwood Medical Center.   All Hardwood floors, beautifully renovated kitchen, w/d in unit.....VIDEO AVAILABLE."|8|7/14/2024 11:20:00 AM|0|"N"||"Middlesex"|"MA"|"D"|7|3|1|0||0|0|1200|"1f;0h"|"N"|||||"N"||9/1/2025|"N"|||"A,B,C,D,F,I,J,K,L"|"A,B"|"C,J"||1200|
"RN"|73264417|"BB923080"|"BB5200"|"ACT"|2700|"31"|"Pleasant"|"2"|39||"02459"||"This one bedroom plus is in a Victorian in the heart of Newton Centre. Beautifully maintained second floor apartment with updated kitchen, fabulous hardwood floors, high ceilings, large rooms and conveniently located within 1/10 of a mile from the Green line. 1 car parking, laundry hook-ups and charming backyard. This is a highly desirable place to live with shops and restaurants close by in the wonderful village of Newton Centre."|4|7/14/2024 11:50:00 AM|0|"N"||"Middlesex"|"MA"|"D"|4|1|1|0|"N"|1|9999|9999|"1f;0h"|"N"||"N"||"N"|"N"||9/1/2024|"Y"|||||||9999|
"RN"|73264418|"CN217271"|"AN8511"|"ACT"|3300|"15"|"Naples Road"|"1"|316|"29P"|"01970"||"Rare opportunity for membership in scenic Osgood Park Neighborhood Association with Beach, Swimming, Boat Ramp and Park! This beautiful & spacious, nicely updated 6 room with 2-3 BR (optional family rm) /2 bath apt is in the highly desirable Forest River area of Salem. Natural oak trim throughout! Main level has Lg combination liv/dining area with natural oak built in cabinet & bay area for additional seating, updated bathroom, 2 BR, lg hall closet, newer SS appl & gas range in the Perfect Chef's Kitchen!  Hand carved custom oak stairway leads to lower level HUGE primary BR or family room w/LOTS of storage space & 3/4 bath.  Exclusive use of front screened in porch (emergency use only by upper apt tenants) Pets negotiable.  Assoc fee req'd for Osgood Park, if desired, to be paid by tenant. Tenant responsible for bringing trash/recyclables to curb. 2 off-street parking spaces included. No satellite dishes or smoking. Application/screening fee to be paid by prospective tena"|31|7/14/2024 11:50:00 AM|0|"N"||"Essex"|"MA"|"D"|6|3|2|0||2|5488|2214|"2f;0h"|"N"||"N"|||"Y"|"Approximate"||"Y"|1915|"D"|"A,C,F,I,J,K,L"|"B"|"C,O"||1476|738
